5000,2400,1,10,500,3,5079.15,931.49,3.32,3.05,679.23,56.04,979.99,1659.22,4609.744796
5000,2700,2,10,500,3,5298.94,853.72,3.6,3.12,852.04,78.72,947.8,1799.84,4509.866192
5000,3000,3,10,500,3,5243.59,618.18,4.14,3.11,1154.1,130.24,916.98,2071.08,4473.40601
5000,3300,5,10,500,3,5018.34,607.42,4.08,3.1,1118.75,130.18,920.98,2039.73,4269.212852
5000,3600,6,10,500,3,5048.66,684.32,3.89,3.25,1004.88,102.28,939.92,1944.8,4368.254866
5000,4400,1,10,500,5,4972.34,567.64,5.2,5.02,1618.91,141.34,980,2598.91,4791.518798
5000,4700,2,10,500,5,4951.65,480.88,5.76,5.12,1897.72,187.25,980,2877.72,4711.045561
5000,5000,3,10,500,5,5067.71,325.45,7.82,5.25,2941.78,413.39,967.85,3909.63,4622.163459
5000,5300,5,10,500,5,4882.08,427.91,6.56,5.11,2301.03,284.52,980,3281.03,4399.80447
5000,5600,6,10,500,5,4871.25,456.36,5.94,5.17,1988.64,202.35,979.96,2968.6,4695.257035
5000,6400,1,10,500,10,5376.82,358.81,10.1,10,4071.52,379.34,980,5051.52,4883.591501
5000,6700,2,10,500,10,5057.05,316.85,10.84,10.03,4440.23,447.63,980,5420.23,4865.757396
5000,7000,3,10,500,10,4637,229.54,17.23,10.27,7633.61,1258.67,979.98,8613.59,4792.213604
5000,7300,5,10,500,10,5505.89,357.22,12.56,9.98,5300.66,677.77,980,6280.66,4529.444093
5000,7600,6,10,500,10,5074.58,316.41,10.91,10.03,4477.24,454.73,980,5457.24,4864.066389
10000,7400,1,10,500,3,10650.97,3195.1,3.35,3.07,696.25,29.4,980,1676.25,9063.94724
10000,7700,2,10,500,3,10955.52,2681.09,3.62,3.14,856.64,40.05,951.6,1808.24,8923.546204
10000,8000,3,10,500,3,10774.19,2044.81,4.21,3.16,1180.86,67.61,922.98,2103.84,8871.058229
10000,8300,5,10,500,3,10115.7,1974.84,4.15,3.14,1147.55,69.47,927.33,2074.88,8285.624139
10000,8600,6,10,500,3,10172.23,2169.81,3.93,3.29,1019.55,53.38,945.42,1964.97,8504.948463
10000,9400,1,10,500,5,9998.67,1723.75,5.21,5.03,1624.3,72.42,980,2604.3,9386.243983
10000,9700,2,10,500,5,10007.04,1493.41,5.77,5.13,1903.71,95.29,980,2883.71,9288.048671
10000,10000,3,10,500,5,10091.64,1017.46,8,5.35,3026.22,220.02,971.28,3997.5,8998.136958
10000,10300,5,10,500,5,9630.5,1233.96,6.66,5.16,2350.17,152.37,980,3330.17,8459.341246
10000,10600,6,10,500,5,9885.68,1386.29,5.95,5.19,1996.22,102.49,979.99,2976.21,9288.268361
10000,11400,1,10,500,10,10766.63,1073.52,10.1,10,4070.58,192.53,980,5050.58,9619.871708
10000,11700,2,10,500,10,10188.17,983.56,10.86,10.05,4450.74,227.33,980,5430.74,9604.092413
10000,12000,3,10,500,10,9241.72,601.81,17.54,10.47,7788.67,657.97,980,8768.67,9350.095332
10000,12300,5,10,500,10,10998.95,1000.21,12.74,10.08,5391.32,356.35,980,6371.32,8810.405879
10000,12600,6,10,500,10,10170.41,963.24,10.95,10.06,4493.81,232.34,980,5473.81,9565.01875
20000,17400,1,10,500,3,22939.47,13384.61,3.34,3.06,689.5,15.23,980,1669.5,17310.06914
20000,17700,2,10,500,3,23300.44,10326.54,3.63,3.15,860.65,20.82,953.65,1814.3,17256.83104
20000,18000,3,10,500,3,22153.22,6216.44,4.25,3.18,1197.87,35.98,925.69,2123.56,17012.75997
20000,18300,5,10,500,3,20685.26,5903.73,4.19,3.16,1163.85,36.87,929.86,2093.71,15932.99714
20000,18600,6,10,500,3,21268.33,7635.68,3.94,3.3,1023.24,27.7,947.01,1970.25,16455.12307
20000,19400,1,10,500,5,20302.03,5429.09,5.21,5.03,1626.06,37.6,980,2606.06,18098.09388
20000,19700,2,10,500,5,20312.87,4789.27,5.77,5.14,1907.25,49.57,980,2887.25,17853.11363
20000,20000,3,10,500,5,20923.32,3171.36,8.09,5.4,3073.86,113.67,973.11,4046.97,17752.54831
20000,20300,5,10,500,5,19704.79,3513.03,6.7,5.19,2368.87,78.75,980,3348.87,16518.40719
20000,20600,6,10,500,5,19726.25,4369.4,5.97,5.2,2004.7,54.24,980,2984.7,17662.52375
20000,21400,1,10,500,10,21406.6,3234.03,10.11,10.01,4073.15,100.13,980,5053.15,18510.59981
20000,21700,2,10,500,10,20266.23,2754.16,10.87,10.07,4453.11,118.27,980,5433.11,18452.1303
20000,22000,3,10,500,10,18570.46,1572.13,17.8,10.61,7921.23,345.53,979.99,8901.22,18149.75494
20000,22300,5,10,500,10,22209.6,2883.77,12.84,10.12,5438.76,187.78,980,6418.76,16943.05631
20000,22600,6,10,500,10,20439.74,2743.14,10.96,10.06,4498.12,120.21,980,5478.12,18523.44679
40000,37400,1,10,500,3,63642.48,118001.29,3.35,3.07,692.58,8.4,980,1672.58,31556.59609
40000,37700,2,10,500,3,50125.88,40328.34,3.63,3.15,863.19,11.52,953.99,1817.18,31280.17113
40000,38000,3,10,500,3,50548.71,31800.4,4.26,3.2,1203.3,19.02,928.44,2131.74,32225.60134
40000,38300,5,10,500,3,47250.97,36699.28,4.2,3.17,1167.02,19.55,931.12,2098.14,30129.5231
40000,38600,6,10,500,3,48906.68,50564.18,3.94,3.3,1022.28,14.78,947.49,1969.77,30810.5056
40000,39400,1,10,500,5,41768.49,19363.69,5.21,5.03,1626.34,20.22,980,2606.34,33660.01518
40000,39700,2,10,500,5,43168.79,18451.23,5.78,5.14,1908.35,25.9,980,2888.35,34260.44875
40000,40000,3,10,500,5,43123.27,10361.99,8.12,5.43,3084.61,60.91,973.78,4058.39,33201.81544
40000,40300,5,10,500,5,40915.91,11877.03,6.74,5.21,2387.99,42.53,980,3367.99,30930.09789
40000,40600,6,10,500,5,41311.87,18864.03,5.97,5.21,2007.24,28.93,979.99,2987.23,33093.25906
40000,41400,1,10,500,10,41468.72,8715.74,10.1,10,4071.53,54.67,980,5051.53,33885.97311
40000,41700,2,10,500,10,39912.3,8669.66,10.88,10.07,4458.44,64.6,980,5438.44,33856.95426
40000,42000,3,10,500,10,38118.8,4627.39,17.85,10.62,7944.43,181.73,980,8924.43,34680.19326
40000,42300,5,10,500,10,45510.54,7967.15,12.88,10.15,5458.23,100.54,980,6438.23,31771.18065
40000,42600,6,10,500,10,41053.39,8828.18,10.98,10.09,4510.22,64.78,980,5490.22,34432.3102
