5000,2400,1,500,0,3,5074.08
5000,2700,2,500,0,3,5071.73
5000,3000,3,500,0,3,5102.31
5000,3300,5,500,0,3,5084.09
5000,3600,6,500,0,3,5074.02
5000,4400,1,500,0,5,5026.87
5000,4700,2,500,0,5,5052.99
5000,5000,3,500,0,5,5057.24
5000,5300,5,500,0,5,5064.21
5000,5600,6,500,0,5,5071.72
5000,6400,1,500,0,10,5035.86
5000,6700,2,500,0,10,5036.57
5000,7000,3,500,0,10,5022.19
5000,7300,5,500,0,10,5049.37
5000,7600,6,500,0,10,5025.95
10000,7400,1,500,0,3,10291.1
10000,7700,2,500,0,3,10243.21
10000,8000,3,500,0,3,10274.27
10000,8300,5,500,0,3,10277.25
10000,8600,6,500,0,3,10274.01
10000,9400,1,500,0,5,10230.55
10000,9700,2,500,0,5,10172.01
10000,10000,3,500,0,5,10222.64
10000,10300,5,500,0,5,10168.72
10000,10600,6,500,0,5,10213.46
10000,11400,1,500,0,10,10081.75
10000,11700,2,500,0,10,10098.91
10000,12000,3,500,0,10,10126.58
10000,12300,5,500,0,10,10111.31
10000,12600,6,500,0,10,10055.89
20000,17400,1,500,0,3,21499.83
20000,17700,2,500,0,3,21126.85
20000,18000,3,500,0,3,21090.71
20000,18300,5,500,0,3,21204.49
20000,18600,6,500,0,3,21219.75
20000,19400,1,500,0,5,20726.31
20000,19700,2,500,0,5,20649.05
20000,20000,3,500,0,5,20797.27
20000,20300,5,500,0,5,20625.91
20000,20600,6,500,0,5,20485.23
20000,21400,1,500,0,10,20361.76
20000,21700,2,500,0,10,20580.59
20000,22000,3,500,0,10,20454.56
20000,22300,5,500,0,10,20347.63
20000,22600,6,500,0,10,20368.63
40000,37400,1,500,0,3,45188.44
40000,37700,2,500,0,3,46522.53
40000,38000,3,500,0,3,45469.99
40000,38300,5,500,0,3,46301.91
40000,38600,6,500,0,3,44924.85
40000,39400,1,500,0,5,43198.98
40000,39700,2,500,0,5,43147.52
40000,40000,3,500,0,5,43709.64
40000,40300,5,500,0,5,42896.42
40000,40600,6,500,0,5,42567.63
40000,41400,1,500,0,10,41534.29
40000,41700,2,500,0,10,41806.37
40000,42000,3,500,0,10,41609.59
40000,42300,5,500,0,10,41361.91
40000,42600,6,500,0,10,41421.16
