5000,2400,1,750,0,3,5008.89
5000,2700,2,750,0,3,5045.51
5000,3000,3,750,0,3,5036.98
5000,3300,5,750,0,3,5016.67
5000,3600,6,750,0,3,5018.14
5000,4400,1,750,0,5,5025.27
5000,4700,2,750,0,5,5018.6
5000,5000,3,750,0,5,5031.03
5000,5300,5,750,0,5,5024.17
5000,5600,6,750,0,5,5020.4
5000,6400,1,750,0,10,5020.92
5000,6700,2,750,0,10,5003.72
5000,7000,3,750,0,10,5018.52
5000,7300,5,750,0,10,5023
5000,7600,6,750,0,10,5017.95
10000,7400,1,750,0,3,10109.74
10000,7700,2,750,0,3,10160
10000,8000,3,750,0,3,10082.87
10000,8300,5,750,0,3,10159.85
10000,8600,6,750,0,3,10104.01
10000,9400,1,750,0,5,10058.77
10000,9700,2,750,0,5,10097.07
10000,10000,3,750,0,5,10124.88
10000,10300,5,750,0,5,10157.59
10000,10600,6,750,0,5,10067.04
10000,11400,1,750,0,10,10059.13
10000,11700,2,750,0,10,10026.27
10000,12000,3,750,0,10,10066.77
10000,12300,5,750,0,10,9997.17
10000,12600,6,750,0,10,10014.41
20000,17400,1,750,0,3,20575.78
20000,17700,2,750,0,3,20388.28
20000,18000,3,750,0,3,20498.41
20000,18300,5,750,0,3,20583.6
20000,18600,6,750,0,3,20416.15
20000,19400,1,750,0,5,20347.3
20000,19700,2,750,0,5,20335.49
20000,20000,3,750,0,5,20281.11
20000,20300,5,750,0,5,20287.69
20000,20600,6,750,0,5,20306.01
20000,21400,1,750,0,10,20142.32
20000,21700,2,750,0,10,20189.95
20000,22000,3,750,0,10,20154.46
20000,22300,5,750,0,10,20119.59
20000,22600,6,750,0,10,20181.92
40000,37400,1,750,0,3,42061.15
40000,37700,2,750,0,3,42447.63
40000,38000,3,750,0,3,42246.15
40000,38300,5,750,0,3,42971.59
40000,38600,6,750,0,3,42188.22
40000,39400,1,750,0,5,41124.76
40000,39700,2,750,0,5,41239.18
40000,40000,3,750,0,5,41169.66
40000,40300,5,750,0,5,41054.26
40000,40600,6,750,0,5,40984.49
40000,41400,1,750,0,10,40634.4
40000,41700,2,750,0,10,40640.14
40000,42000,3,750,0,10,40952.27
40000,42300,5,750,0,10,40515.99
40000,42600,6,750,0,10,40575.43
